epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,2134.56,1.08819,0.86445,1.17069,0.70683,0.61059,0.6659,0.41503,1.45248,1.29242,1.42695,8.35594e-05,8.35594e-05,8.35594e-05
79,2161.98,1.07295,0.85326,1.16075,0.72567,0.59565,0.66457,0.41529,1.44238,1.27634,1.41892,7.72475e-05,7.72475e-05,7.72475e-05
80,2188.81,1.08594,0.85458,1.17044,0.72246,0.59759,0.66544,0.41537,1.44575,1.26839,1.41878,7.11708e-05,7.11708e-05,7.11708e-05
81,2215.96,1.07233,0.84123,1.15859,0.72508,0.58942,0.66356,0.41684,1.44269,1.27112,1.41628,6.53354e-05,6.53354e-05,6.53354e-05
82,2243.28,1.07989,0.8599,1.16054,0.7208,0.60161,0.66675,0.41529,1.44599,1.28294,1.42012,5.97469e-05,5.97469e-05,5.97469e-05
83,2270.58,1.0635,0.83758,1.15521,0.73024,0.59783,0.66525,0.41542,1.44123,1.2691,1.41553,5.4411e-05,5.4411e-05,5.4411e-05
84,2297.93,1.06856,0.85015,1.16445,0.7164,0.60886,0.66862,0.41752,1.43848,1.26046,1.41417,4.93329e-05,4.93329e-05,4.93329e-05
85,2325.03,1.04962,0.83286,1.14937,0.72295,0.60272,0.6665,0.41568,1.44018,1.25138,1.41481,4.45176e-05,4.45176e-05,4.45176e-05
86,2352.33,1.06556,0.83441,1.16103,0.72526,0.60736,0.66791,0.41691,1.44413,1.25515,1.4166,3.99699e-05,3.99699e-05,3.99699e-05
87,2379.2,1.05765,0.84195,1.15407,0.73012,0.59673,0.66574,0.41825,1.43855,1.25668,1.4118,3.56941e-05,3.56941e-05,3.56941e-05
88,2406,1.07031,0.84878,1.1654,0.72128,0.60733,0.66825,0.41903,1.43373,1.25182,1.41013,3.16947e-05,3.16947e-05,3.16947e-05
89,2432.88,1.05732,0.84214,1.16028,0.71074,0.61179,0.66788,0.41906,1.43921,1.25489,1.41393,2.79754e-05,2.79754e-05,2.79754e-05
90,2460.34,1.05232,0.82009,1.14924,0.7318,0.59915,0.66841,0.41923,1.43605,1.25937,1.41248,2.454e-05,2.454e-05,2.454e-05
91,2493.98,0.91446,0.60872,1.0541,0.73023,0.58741,0.66178,0.41311,1.44796,1.31024,1.42321,2.13919e-05,2.13919e-05,2.13919e-05
92,2520.5,0.90185,0.58615,1.04788,0.71793,0.59744,0.66312,0.41382,1.44534,1.2785,1.42518,1.85341e-05,1.85341e-05,1.85341e-05
93,2547.19,0.89714,0.57,1.04471,0.71375,0.59946,0.66342,0.41455,1.4445,1.27923,1.42441,1.59696e-05,1.59696e-05,1.59696e-05
94,2573.47,0.89699,0.57279,1.04153,0.71827,0.59469,0.6624,0.41437,1.44299,1.27513,1.4205,1.37008e-05,1.37008e-05,1.37008e-05
95,2599.86,0.88794,0.56923,1.03985,0.72188,0.59759,0.66383,0.41394,1.44271,1.27003,1.42158,1.17299e-05,1.17299e-05,1.17299e-05
96,2626.3,0.89981,0.57244,1.04749,0.71797,0.6025,0.66432,0.41491,1.44129,1.27494,1.42174,1.00589e-05,1.00589e-05,1.00589e-05
97,2653.01,0.88855,0.56737,1.03914,0.73538,0.58927,0.6658,0.41593,1.44257,1.27142,1.42348,8.68951e-06,8.68951e-06,8.68951e-06
98,2679.41,0.89094,0.56339,1.0412,0.7202,0.60018,0.66623,0.4162,1.44374,1.27503,1.4245,7.62302e-06,7.62302e-06,7.62302e-06
99,2706.03,0.88713,0.56316,1.0362,0.72615,0.59678,0.66634,0.41639,1.44279,1.27597,1.42378,6.86048e-06,6.86048e-06,6.86048e-06
100,2732.5,0.88977,0.56283,1.04141,0.70903,0.60918,0.66559,0.41664,1.44326,1.27603,1.42438,6.40266e-06,6.40266e-06,6.40266e-06
